id,merchant_id,address,name,city,rating,fave_paycnt
2802,15642,"Jl. Raya Pajajaran, Tegallega, Bogor Tengah, Kota Bogor, Jawa Barat 16127",A&W,jakarta,0,0
2803,15647,"Jl. Jambore No.14, RT.8/RW.7, Cibubur, Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720",A&W,jakarta,0,0
2804,13078,"Mal Depok, Ruko No. 1 - 2",A&W,jakarta,0,0
2805,15861,"Jl. Melawai 5 Blok M Square, RT.3/RW.1, Melawai, Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia",Warung Samcan,jakarta,0,0
2806,15851,"Rukan Ekslusive Blok B No 17 Pantai Indah Kapuk, Jalan Marina Indah, Kamal Muara, Penjaringan, RT.7/RW.2, Kamal Muara, Penjaringan, North Jakarta City, Jakarta 14470, Indonesia",Jin Mu,jakarta,0,0
2807,12118,"PIK Avenue Mall, Lantai 2, Foodtown Dotonburi, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta",Negiya Express,jakarta,4.6,0
2808,16387,"Bellagio Mall Kav 4.3 Lantai Dasar Nomor 11-12 Jalan Mega Kuningan Barat RT.005 / RW.002 Kuningan Timur RT.5/RW.RT.5 Kuningan, RT.5/RW.2, Kuningan, Kuningan Tim., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",Amigos Bar & Cantina.,jakarta,0,0
2809,16549,"Jl. Prof. DR. Satrio No.18, RT.11/RW.4, Kuningan, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",Kopi Ruma,jakarta,0,0
2810,16813,"Jakarta Outer Ring Rd Toll No.Kav 35-36, RT.1/RW.3, Rawa Buaya, Cengkareng, West Jakarta City, Jakarta 11740",JYSK,jakarta,0,0
2811,16912,"Setiabudi One Ground Floor, Jalan HR Rasuna Said Kav. 62, Karet Kuningan, RT.18/RW.2, Kuningan, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Go! Curry,jakarta,4.7,0
2812,16914,"Kemang Village (Lippo Mall Kemang), Lantai Upper Ground Jl. Pangeran Antasari, Kemang, Jakarta Selatan ",Go! Curry,jakarta,4.7,0
2813,17215,"Living World, Lantai Ground, Jl. Alam Sutera Boulevard, Serpong Utara, Tangerang",Gindaco,jakarta,0,0
2814,17303,"Jl. Gereja HKI No.A1, Cililitan, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 1364",RM. Mari Man,jakarta,0,0
2815,17306,"Jl. Gereja HKI No.A1, Cililitan, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 1364",RM. Mari Man,jakarta,0,0
2816,17351,"Jl. DR Ide Anak Agung Gde Agung, Kawasan Mega Kuningan, Jakarta Selatan 12950",L.A Girl By Go-Work,jakarta,0,0
2817,17352,"Jl. Asia Afrika Lot. 19, Jakarta Pusat 10270",L.A Girl By Go-Work,jakarta,0,0
2818,17350,"Jl. Jend. Sudirman, Pintu Satu Senayan, Jakarta Pusat 10270",L.A Girl By Go-Work,jakarta,0,0
2819,922,Jl. Pantai Indah Kapuk Jakarta Utara,Wu Bar & Club,jakarta,0,0
2820,17533,"Mall Olympic Garden, Ground Floor No. 6 - 9 + Teras",A&W,jakarta,0,0
2821,17478,"Jl.Tujuh Pahlawan Revolusi No. 396, Karawang 41314, Jawa Barat",A&W,jakarta,0,0
2822,17504,"Plaza Senapelan Lantai 2, Jl. Jenderal Sudirman No.140, Sukaramai, Pekanbaru City, Riau 28113",A&W,jakarta,0,0
2823,17482,"Raya, Jalan Doktor Cipto Mangunkusumo No.234, Pekiringan, Kesambi, Pekiringan, Kesambi, Kota Cirebon, Jawa Barat 45131",A&W,jakarta,0,0
2824,17503,"jalan jawa, bundaran bandara No.depan, Paal Merah, Jambi Sel., Kota Jambi, Jambi 36127",A&W,jakarta,0,0
2825,17474,"Gg. Bojong Neros No.4, Paledang, Bogor Tengah, Kota Bogor, Jawa Barat 16122",A&W,jakarta,0,0
2826,17532,"Alfa Toko Gudang Rabat, Bintaro",A&W,jakarta,0,0
2827,17459,"Jl. Kwitang Raya No. 38, Senen, Jakarta",A&W,jakarta,0,0
2828,15658,"Diana Shopping Center - Timika, Lantai 1 Supermarket & Dept. Store.
Jl. Budi Utomo No. 8, Kelurahan/Desa. Kwamki, Kecamatan. Mimika Baru, Kabupaten Mimika, Timika, Papua, 99910",A&W,jakarta,0,0
2829,15660,"Grage Mall Cirebon Lantai 2 No. 8, Jl. Tentara Pelajar No. 1, Kejaksan, Kota Cirebon, Jawa Barat 45131",A&W,jakarta,0,0
2830,15639,"Komplek Merdeka Ruko Blok D No. 12 Jl. Merdeka, Bogor 16112",A&W,jakarta,0,0
2831,15594,"Mal Metropolitan, Lantai 4 Food Court , Jl. A. Yani Pekayon Jaya No. 37, Kali Malang, Bekasi 17148",A&W,jakarta,0,0
2832,15560,"Plaza Festival, Jalan HR Rasuna Said Raya, RT.2/RW.5, Karet Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",A&W,jakarta,0,0
2833,15539,"Bandara Halim Perdana Kusuma, Area Parkir No.10C/PA Bandara Halim Perdana Kusuma, Jakarta Timur 13610",A&W,jakarta,0,0
2834,15542,"Bandar Udara Halim Perdana Kusuma, Area Parkir No 16/PA Jakarta Timur 13610",A&W,jakarta,0,0
2835,17462,"
A&W Bandara Internasional Sultan Hasanuddin
Bandara Internasional Sultan Hasanuddin Lantai. 1 Unit C1 No. 20 – 22 & 25 – 29
Jl. Raya Air Port No. 1, Maros",A&W,jakarta,0,0
2836,13095,"Golden Truly Super Store, Lantai Dasar Jl. Gunung Sahari Raya No. 59, Jakarta Pusat 10610",A&W,jakarta,0,0
2837,17495,"Terminal 2E, Pajang, Benda, Tangerang City, Banten 15126",A&W,jakarta,0,0
2838,17491,"Terminal 3,Pajang, Benda, Pajang, Benda, Kota Tangerang, Banten 15126",A&W,jakarta,0,0
2839,17507,"Jl. Marsma R. Iswahyudi, Sepinggan, Balikpapan Sel., Kota Balikpapan, Kalimantan Timur 76115",A&W,jakarta,0,0
2840,17485,"2nd Floor, Pajang, Benda, Pajang, Benda, Kota Tangerang, Banten 15126",A&W,jakarta,0,0
2841,17484,"Jl. Puad Ahmad Yani, Tambakharjo, Semarang Bar., Kota Semarang, Jawa Tengah 50145",A&W,jakarta,0,0
2842,17501,"Bandara Syamsudin Noor (Lt.1 ruang keberangkatan) Kota Banjarmasin Landasan Ulin Utara, Liang Anggang, Banjarbaru City, South Kalimantan 70724",A&W,jakarta,0,0
2843,17502,"Bandara Syamsudin Noor (Lt. 2 ruang keberangkatan) Kota Banjarmasin Landasan Ulin Utara, Liang Anggang, Banjarbaru City, South Kalimantan 70724",A&W,jakarta,0,0
2844,17499,"Jl. P21, Pajang, Benda, Kota Tangerang, Banten 15126",A&W,jakarta,0,0
2845,17510,"
A&W Bandara Internasional Sultan Hasanuddin
Bandara Internasional Sultan Hasanuddin Lantai. 1 Unit C1 No. 20 – 22 & 25 – 29
Jl. Raya Air Port No. 1, Maros",A&W,jakarta,0,0
2846,17506,Ruang Usaha No.FB 2-5 Jalan Poros Perintis Kemerdekaan Bandara Baru International Sul-Sel  90223,A&W,jakarta,0,0
2847,17511,"Jl. Bandara Sultan Mahmud Badaruddin II, Talang Betutu, Sukarami, Kota Palembang, Sumatera Selatan 30961",A&W,jakarta,0,0
2848,17508,"Maharatu, Marpoyan Damai, Pekanbaru City, Riau 28288",A&W,jakarta,0,0
2849,17471,"Pasar Segar Cinere Blok RA, JL. Raya Cinere, No. 1-2, Cinere, Kota Depok, Jawa Barat 16514",A&W,jakarta,0,0
2850,17479,"15126, Jalan Pembangunan I, Pajang, Benda, Pajang, Benda, Kota Tangerang, Banten 15121",A&W,jakarta,0,0
2851,17476,"Bandara Soekarno – Hatta Terminal 1, Pajang, Benda, Pajang, Benda, Kota Tangerang, Banten 15126",A&W,jakarta,0,0
2852,17477,"Pajang, Benda, Pajang, Benda, Kota Tangerang, Banten 15126",A&W,jakarta,0,0
2853,17475,"Gedung 128, Benda, Pajang, Benda, Pajang, Benda, Kota Tangerang, Banten 15126",A&W,jakarta,0,0
2854,17483,"Jl. Setia Budi No.117, Sumurboto, Banyumanik, Kota Semarang, Jawa Tengah 50263",A&W,jakarta,0,0
2855,17489,"Terminal 3,Pajang, Benda, Pajang, Benda, Kota Tangerang, Banten 15126",A&W,jakarta,0,0
2856,17490,"Palem, Wadungasri, Waru, Sidoarjo Regency, East Java 60293",A&W,jakarta,0,0
2857,17516,"Jl. Ir. H. Juanda 3 No.31-C, RT.9/RW.2, Kb. Klp., Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120",A&W,jakarta,0,0
2858,17473,"Pajang, Benda, Tangerang City, Banten 15126",A&W,jakarta,0,0
2859,433,Pantai Indah Kapuk Jl. Mandara Permai VII Ruko The Metro Blok 6 No.KO Jakarta Utara,Nokcha,jakarta,3.7,0
2860,721,"Jl. Boulevard Kelapa Gading, Mall Kelapa Gading 2 Level 2 Unit 314",Kyochon Chicken Mall Kelapa Gading,jakarta,0,0
2861,662,"Jalan Kokosan No.2, Tegalreja",Alhambra Fusion,jakarta,0,0
2862,764,"Ruko Green Terrace No. 8A, Jalan Raya Kalimalang",Holycow STEAKHOUSE By Chef Afit,jakarta,0,0
2863,18078,"Kota Taman Harapan Indah, Jalan Harapan Indah Raya, Medan Satria, Kota Bks, Jawa Barat 17124",KFC,jakarta,3,0
2864,18082,"Jl. Kaliabang, Perumahan Golden City (Villa Indah Permai), Bekasi Utara",KFC,jakarta,3,0
2865,18067,JL. RAYA PONDOK GEDE,KFC,jakarta,3,0
2866,20189,"Kompleks Makassar Town Square, Jl. Perintis Kemerdekaan No. 26, Tamalanrea Jaya, Tamalanrea, Tamalanrea Indah, Tamalanrea Jaya, Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",KFC,jakarta,3,0
2867,20203,"Jl. Pengayoman, Pandang, Panakkukang, Kota Makassar, Sulawesi Selatan 90222",KFC,jakarta,3,0
2868,20237,"Town Square, Jl. Piere Tendean, Kota Manado, Sulawesi Utara 95114",KFC,jakarta,3,0
2869,20464,"St Moritz Mall (Lippo Mall Puri), Lantai 1, Food Avenue, Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",KFC,jakarta,3,0
2870,20330,"Basmar Plaza Lt. 1, Jl Mampang Prapatan Raya 106, RT.1/RW.1, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",KFC,jakarta,3,0
2871,20321,"Mall Cilandak Lt. G, Jl. Raya Cilandak Kko, RT.1/RW.5, Cilandak Tim., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560",KFC,jakarta,3,0
2872,20293,"Cimahi Mall Lantai GF Blok B No. 1, Jalan Gandawijaya, Setiamanah, Cimahi Tengah, Setiamanah, Cimahi Tengah, Kota Cimahi, Jawa Barat",KFC,jakarta,3,0
2873,20388,"Malioboro Mall Lt. 3, Jl. Malioboro No.60, Suryatmajan, Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",KFC,jakarta,3,0
2874,20391,"Jalan Malioboro No.52-58, Sosromenduran, Gedong Tengen, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",KFC,jakarta,3,0
2875,20412,"Buaran Plaza Lt. G, Jl. Taman Buaran II No.1 8 14, RT.8/RW.14, Klender, Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13470",KFC,jakarta,3,0
2876,20399,"Ciputra Mall Semarang Lt. 1, Jl. Simpang Lima No.1, Pekunden, Semarang Tengah, Kota Semarang, Jawa Tengah 50134",KFC,jakarta,3,0
2877,20404,"Jl. Boulevard Raya No.1-3, RT.12/RW.18, Klp. Gading Tim., Klp. Gading, Kota Jkt Utara",KFC,jakarta,3,0
2878,20408,"Mall Of Indonesia, Kelapa Gading Square Lt. 2 Unit G-1 & G-2, Jl Boulevard Barat Raya, Kelapa Gading, RT.18/RW.8, Klp. Gading Bar., Klp. Gading, Kota Jkt Utara",KFC,jakarta,3,0
2879,20434,"Mega Mall, Lantai 1, No. 11 A, JL. KZ Abidin 1, Belakang Pd., Ratu Samban, Kota Bengkulu, Bengkulu 38222",KFC,jakarta,3,0
2880,20432,JL. HASANUDIN 16,KFC,jakarta,3,0
2881,20436,"Pangkal Pinang Plaza, Lt Dasar Pintu Utama, Jalan Pasar Ikan, Tanjung Pinang, Kec. Girimaya, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33112",KFC,jakarta,3,0
2882,17959,"Jl. Husein Sastranegara No.kav. 1, Benda, Kota Tangerang, Banten",KFC,jakarta,3,0
2883,20141,"SGC Cikarang Zona Biru, Jl. RE. Martadinata No.95, Cikarang Kota, Cikarang Utara, Bekasi, Jawa Barat",KFC,jakarta,3,0
2884,20480,"Plaza Banjarsari, Lt. Dasar No. 1 - 11, Jl. belimbing, Sampangan, Pekalongan Tim., Kota Pekalongan, Jawa Tengah",KFC,jakarta,3,0
2885,20144,"Jl. MH. Thamrin, Cibatu, Cikarang Sel., Bekasi, Jawa Barat ",KFC,jakarta,3,0
2886,18075,JL. JEND. SUDIRMAN DEPAN KORAMIL 01,KFC,jakarta,3,0
2887,17586,"Jl. K.H Wahid Hasyim No. 92, menteng, jakarta",Aloft Hotel Jakarta,jakarta,0,0
2888,17588,"Jl. K.H Wahid Hasyim No. 92, menteng, jakarta",Aloft Hotel Jakarta,jakarta,0,0
2889,17589,"Jl. K.H Wahid Hasyim No. 92, menteng, jakarta",Aloft Hotel Jakarta,jakarta,0,0
2890,211,Pantai Indah Kapuk Rukan Emerald No. 10 Pantai Indah Kapuk Jakarta Utara,Shirayuki Desserts,jakarta,3.5,0
2891,21648,"1st Floor Jl.Lingkar Luar Barat Kav.35-36, Cengkareng, Jakarta Barat",Lamian Palace,jakarta,4.8,0
2892,21669,"Ground Floor Unit 35 Jl. Cassia Utama No.46 East Cakung,Cakung, Jakarta Timur 13960",Imperial Tables,jakarta,4.7,0
2893,21932,"Jl. Raya Citayam Rt. 003 Rw. 005, Kel. Pondok Jaya Kec. Cipayung, Bojong Pondok Terong, Cipayung, Pondok Jaya Pondok Jaya Cipayung, Pondok Jaya, Cipayung, Depok City, West Java 16438",Domino's Pizza Indonesia,jakarta,0,0
2894,21933,"EX, Jalan Ceger Raya No.63, RT./RW. 003/01, Jurang Manggu Tim., Pd. Aren, Kota Tangerang Selatan, Banten 15222",Domino's Pizza Indonesia,jakarta,0,0
2895,21931,"Jl.Ahmad Yani Lingkungan, RT.PekojoanRt. 01/RW.21, Sumurpecung, Kec. Serang, Kota Serang, Banten 42118",Domino's Pizza Indonesia,jakarta,0,0
2896,21857,Plaza 1 - Metro Pondok Indah Blok VA/63,Domino's Pizza Indonesia,jakarta,0,0
2897,21934,"Jl. Bintara Raya Kav 1 & 2, RT. 13/RW. 10, Bintara Jaya, Bekasi Barat, Bintara, Bekasi Bar., Kota Bks, Jawa Barat 17134",Domino's Pizza Indonesia,jakarta,0,0
2898,21952,Jl. S. Parman Blok B/08/DL,Domino's Pizza Indonesia,jakarta,0,0
2899,21897,"Jl. Buah Batu No.163, RT.07/RW.06, Turangga, Lengkong, Kota Bandung, Jawa Barat 40264",Domino's Pizza Indonesia,jakarta,0,0
2900,22821,"Ruko D'East Jl. Condet Raya No. 58, Batu ampar  Jakarta Timur",Domino's Pizza Indonesia,jakarta,0,0
2901,22822,"Komp. Rukan Citra Niaga Blok B No. 6 Jl. Utan Jati, Kel. Pegadungan, Kec. Kalideres Jakarta Barat",Domino's Pizza Indonesia,jakarta,0,0
2902,23112,"Pesona Depok lt UG : Jl. Ir H. Juanda No.99, Bakti Jaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16418",Playtopia,jakarta,0,0
2903,613,"Ruko Cordoba Blok F 16 PIK Jl. bukit Golf Mediterania, Pantai Indah Kapuk Jakarta Utara",ROA Manadonese Food,jakarta,3.4,0
2904,20093,Apartment Sudirman Park Lobby Utama,Shade Aesthetic Clinic,jakarta,0,0
2905,424,"Bintaro Entertainment Centre, Lantai 1 Unit LT 07, Jl. Rasuna Said Kav B7/A5-08 Sektor 7, CBD Bintaro Jaya, Tangerang Selatan - Banten 15229",GORJES HAIR & LOUNGE,jakarta,4.7,0
2906,320,"Jl. Taman Ratu Block E/2, Jakarta Barat",Ratu Pastry,jakarta,4.3,0
2907,370,"Jl. Mangga Raya, Ruko Greenville Blok C No 3A, Jakarta Barat",Klinik Catherine,jakarta,4.5,0
2908,390,"AEON Mall BSD, Food Carnival Entrance, Lantai 3, Jl. BSD Raya Utama, Tangerang, Banten",Dairy Queen,jakarta,4.9,0
2909,385,"Pondok Indah Mall 1 - Area 51 Food Court, Jl. Metro Pondok Indah Blok 3B, Jakarta Selatan",Dairy Queen,jakarta,4.9,0
2910,391,"Metropolitan Mall - Lantai GF, Jl. KH. Noer Ali, Bekasi Selatan, Jawa Barat",Dairy Queen,jakarta,4.9,0
2911,420,Kompas Gramedia Building Jl. Palmerah Selatan No. 22-28 Jakarta Barat 10270,Kompas Gramedia Group,jakarta,0,0
2912,431,"Jl. K.H. Wahid Hayim No. 233 Tanah Abang, Jakarta Pusat",Anty Prettybrows,jakarta,4.5,0
2913,417,"",Ketan Durian,jakarta,2,0
2914,368,"Jl Ruko Sektor VII Ekstension Blok RM No.40, Tangerang ",CBC Beauty Care,jakarta,4.8,0
2915,428,"One Belpark Mall Unit LG – 22, Jl. RS. Fatmawati No.1, Jakarta Selatan 12450",Gorjes Hair & Eatery.,jakarta,4.6,0
2916,429,Kelapa Gading Jl. Puspa Gading Blok B1 No.22 Jakarta Utara 14250,Yenz Studio Sulam Alis,jakarta,4.8,0
2917,427,"Gedung south Quarter #LG-12, Jl RA Kartini no 8, TB Simatupang. Jaksel",Gorjes Hair & Eatery.,jakarta,4.6,0
2918,406,"Jl. Jimbaran Blok A, Daan Mogot Jakarta Barat 11840",Lu She Beauty Salon,jakarta,0,0
2919,419,"Gandaria, Jalan Gandaria I, No.58 (2nd floor), Jakarta Selatan",Women's Room Spa by Ellaiza,jakarta,4.5,0
2920,27578,"No. 45, 1st Floor, Jalan PJU 1/45, PJU 1, 47301 Petaling Jaya, Selangor, Malaysia",Healthland,kuala-lumpur,4.3,0
2921,23217,"50, Jalan Danau Niaga 1, Taman Danau Kota, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Dudu,kuala-lumpur,4.3,283
2922,28422,"no.23, Jalan Taming Mutiara 3, Taman Taming Mutiara, 43000 Bandar Baru Sungai Long, Selangor, Malaysia",Hayley Wonderbrow & Lash,kuala-lumpur,0,0
2923,27900,"Kelana Parkview, 1, Jalan SS 6/2, Ss 3, 47301 Petaling Jaya, Selangor",Chua Skin Aesthetic Centre,kuala-lumpur,0,0
2924,27943,"58, Jalan Ang Seng, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",NowHere Boutique Suites,kuala-lumpur,0,0
2925,27733,"18, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Kouzu Ttdi,kuala-lumpur,0,0
2926,1941,"Proof Cafe & Sky Lounge The Signature Hotel, Jalan Sri Hartamas 22, Sunway Spk 3 Harmoni, Kuala Lumpur",Proof Cafe & Sky Lounge,kuala-lumpur,1.5,0
2927,25349,"4809-0-30, GF, BLOCK 4809, CBD PERDANA 2, PERSIARAN FLORA, CYCBER 12, 63000 CYBERJAYA, SELANGOR.",MADISON SKIN LABORATORY,kuala-lumpur,0,0
2928,25348,"A-2-33A, IOI BOULEVARD, JLN KENARI 5, BANDAR PUCHONG JAYA, 47170 PUCHONG, SELANGOR.",MADISON SKIN LABORATORY,kuala-lumpur,0,0
2929,24184,"PLANET 1 DEGREE, Lot S225C, Second Floor,The Garden North Mid Valley
Lingkaran Syed Putra, Mid Valley City, 59200, Kuala Lumpur.",Planet 1 Degree,kuala-lumpur,4.6,0
2930,23776,"L1-51, Leisure Mall, 6 ½, Jalan Cheras, Taman Gemilang, 56100 Kuala Lumpur, Malaysia",Chizu,kuala-lumpur,4.5,0
2931,22980,"G-03-07, Ground Floor, Eko Cheras Mall, No.693, Batu 5, Jalan Cheras",VOIR,kuala-lumpur,4.5,0
2932,22511,"Lot S119a, Second Floor, One Utama , One Utama Shopping Complex, Lebuh Bandar Utama, Bandar Utama 47800 Petaling Jaya, Selangor",Ha'Labo,kuala-lumpur,4.3,0
2933,22371,"
No. 43, Jalan Kuchai Maju 6 off Jalan Kuchai Lama, 58200, Kuala Lumpur, Wilayah Persekutuan, Malaysia, Kuchai Entrepreneurs Park, 58200 Kuala Lumpur, Federal Territory of Kuala Lumpur",Unique Cell Beauty Salon,kuala-lumpur,4.9,0
2934,14668,Online Donation ,Fave Valentine's,kuala-lumpur,5,0
2935,22797,"16A, Jalan Kelicap 42B/KU1, Pelangi Avenue OFF Jalan Meru 41050 Klang",Fit Bowl,kuala-lumpur,0,0
2936,23335,"Lot LGF, Lower Ground, LL12 & LL13, Lower Lobby,Renaissance Kuala Lumpur Hotel, Jalan Sultan Ismail,50450 KL.",Fave,kuala-lumpur,4.6,0
2937,23613,test test,Cafe Testaa,kuala-lumpur,4.8,0
2938,23894,"47, Lorong Batu Nilam 21C, Bandar Bukit Tinggi 41200 Klang",LeFood,kuala-lumpur,4.6,0
2939,24854,"Chili's area, Empire Shopping Gallery, Jalan SS 16/1, 47500 Subang Jaya, Selangor Darul Ehsan, Malaysia",Cosas United,kuala-lumpur,4.7,0
2940,26532,"287-U, 1st Floor Jalan Aman 09000 Kulim",My Art Studio,kuala-lumpur,4.7,0
2941,26974,"KA 1-2-3, Kuchai Avenue, Kuchai Lama. No.39, Jln Kuchai Maju 13, 58200 Kuala Lumpur.",VissJenn Beauty Care,kuala-lumpur,0,0
2942,27035,"1, Jalan TTDI Grove 7/1, Seksyen 9, 43000 Kajang, Selangor",Omorfi,kuala-lumpur,0,0
2943,27818,"Kelana Parkview, 1, Jalan SS 6/2, 47301 Petaling Jaya, Selangor",Chua SKin Aesthetic Centre,kuala-lumpur,0,0
2944,14782,"No.78, Jalan Burhanuddin Helmi, 60000 Taman Tun Dr. Ismail, Kuala Lumpur.",TTDI Murni Cafe,kuala-lumpur,4.3,170
2945,18185," 32, Jalan Wan Kadir 4, Damansara Kim, 60000 Taman Tun Dr Ismail, Wilayah Persekutuan Kuala Lumpur",Antonio's TTDI,kuala-lumpur,5,26
2946,16699,"26,Lorong Batu Nilam 21A, Bandar bukit tinggi 2, 41200 Klang",Sabi Wasabi Japanese Restaurant,kuala-lumpur,4.4,444
2947,26603,"38, Jalan Bangsar Utama 1, 59000, Kuala Lumpur",Wok It,kuala-lumpur,4.7,341
2948,18087,"B1-01-03, Plaza TTDI, Jalan Wan Kadir 3, 60000 Kuala Lumpur",On the Table Restaurant,kuala-lumpur,4.2,38
2949,2874,"Lot 4-430, Level 4, Sunway Putra Mall, Jalan Tun Ismail, Chow Kit, Kuala Lumpur",Boat Noodle - Sunway Putra Mall,kuala-lumpur,0,0
2950,2020,"37-1, Jalan PJU 1/3c, Sunway Mas Commercial Center, Petaling Jaya",Pink Passion Eye For Beauty,kuala-lumpur,0,0
2951,2900,"41, Jalan SS 21/1a, Damansara Utama, Petaling Jaya",Wondermilk,kuala-lumpur,0,0
2952,3056,"Jalan PJU 8/8, Damansara Perdana, Petaling Jaya",Boat Noodle Empire Damansara,kuala-lumpur,0,0
